Class,Previous qualification (grade),Gender,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Region,School Type,Age,Caste,Target
9,143,1,0,0,Dadhana,Private,12,GEN,Studying
9,146,0,13.38888889,14.88888889,Sadra,Government,12,GEN,Studying
9,135,1,13.58333333,13.58333333,Sadra,Government,12,OBC,Studying
9,131,0,0,0,Abasna,Government,12,ST,Studying
9,130,1,0,0,Dadhana,Government,12,ST,Studying
9,131,1,0,0,Bamroli,Government,12,GEN,Studying
9,117,0,12.91666667,14.5,Melaj,Government,12,OBC,Studying
9,120,0,0,0,Bamroli,Government,12,SC,Studying
9,147,0,12,12.66666667,Abasna,Government,12,OBC,Studying
9,150,1,0,0,Sadra,Government,12,GEN,Studying
9,139,1,14.58333333,14.33333333,Ratanpura,Government,12,GEN,Studying
9,145,1,0,0,Dadhana,Government,12,OBC,Studying
9,149,0,0,0,Bamroli,Private,12,GEN,Studying
9,146,0,0,0,Solgam,Private,12,SC,Studying
9,121,0,11.5,12.17647059,Dadhana,Government,12,ST,Studying
9,143,0,0,0,Melaj,Government,12,GEN,Studying
9,151,0,0,0,Melaj,Private,12,OBC,Studying
9,110,1,0,0,Melaj,Private,12,GEN,Studying
9,174,0,0,0,Kolat,Private,12,SC,Studying
9,133.1,0,0,0,Karsanpura,Government,12,GEN,Studying
9,156,0,0,0,Melaj,Government,12,GEN,Studying
9,136,1,0,0,Kolat,Government,12,OBC,Studying
9,137,1,0,0,Jetapur,Government,12,ST,Studying
9,136,1,0,0,Abasna,Government,12,GEN,Studying
9,170,1,0,0,Melaj,Government,12,ST,Studying
9,138,1,0,0,Dadhana,Private,12,GEN,Studying
9,139,1,0,0,Karsanpura,Government,12,SC,Studying
9,135,1,0,0,Abasna,Government,12,GEN,Studying
9,110,1,0,0,Abasna,Private,12,GEN,Studying
9,130,1,12.54545455,12.66666667,Melaj,Private,12,SC,Studying
9,149,1,0,0,Sadra,Private,12,GEN,Studying
9,114,1,0,0,Abasna,Government,12,SC,Studying
9,145,1,0,0,Solgam,Private,13,GEN,Studying
9,135,1,12.57894737,12.11764706,Solgam,Government,13,ST,Studying
9,155,1,0,0,Bamroli,Government,13,GEN,Studying
9,168,1,0,0,Bamroli,Private,13,OBC,Studying
9,143,0,0,0,Solgam,Government,13,OBC,Studying
9,116,0,10.36842105,11.5,Karsanpura,Private,13,GEN,Studying
9,131,0,0,0,Solgam,Government,13,GEN,Studying
9,162,0,0,0,Dadhana,Government,13,GEN,Studying
9,145,0,14.5,13.58333333,Abasna,Government,13,GEN,Studying
9,139,0,0,0,Solgam,Government,13,OBC,Studying
9,158,0,13,13.25,Solgam,Private,13,GEN,Studying
9,152,0,0,0,Bamroli,Private,13,GEN,Studying
9,169,0,0,0,Ratanpura,Government,13,SC,Studying
9,138,0,0,0,Solgam,Private,13,SC,Studying
9,156,0,15.33333333,15,Solgam,Government,13,ST,Studying
9,125,1,0,0,Solgam,Government,13,GEN,Studying
9,172,1,0,0,Kolat,Government,13,GEN,Studying
9,146,0,12.75,13.25,Solgam,Government,13,OBC,Studying
9,146,0,0,0,Kolat,Private,13,OBC,Studying
9,141,0,0,0,Kolat,Government,13,SC,Studying
9,142,1,0,0,Ratanpura,Government,13,GEN,Studying
9,138,0,13.66666667,14.16666667,Solgam,Private,13,ST,Studying
9,110,1,0,0,Dadhana,Government,13,GEN,Studying
9,125,1,0,0,Dadhana,Government,13,SC,Studying
9,140,1,0,0,Dadhana,Government,13,OBC,Studying
9,155,1,0,0,Abasna,Government,13,ST,Studying
9,145,0,0,0,Solgam,Government,13,ST,Studying
9,134,0,0,0,Bamroli,Government,13,ST,Studying
9,142,0,0,0,Dadhana,Government,13,SC,Studying
9,133.1,0,13.25,13.09090909,Solgam,Government,13,OBC,Studying
9,133.1,0,11.23076923,12.77777778,Solgam,Government,13,GEN,Studying
9,147,1,10.92307692,12.18181818,Dadhana,Government,13,GEN,Studying
9,137,1,0,0,Solgam,Government,13,OBC,Studying
9,161,0,15.25,15,Solgam,Private,13,GEN,Studying
9,141,0,0,0,Bamroli,Private,13,GEN,Studying
9,117,1,0,0,Ratanpura,Government,13,SC,Studying
9,137,1,0,0,Solgam,Private,13,SC,Studying
9,100,0,12.33333333,13,Solgam,Government,13,GEN,Studying
9,138,0,12.66666667,14.375,Solgam,Government,13,GEN,Studying
9,130,0,11.5,13.28571429,Kolat,Private,13,ST,Studying
9,120,1,12,11.66666667,Karsanpura,Government,13,OBC,Studying
9,130,0,11,11,Solgam,Government,13,OBC,Studying
9,133.1,0,11.875,12.33333333,Bamroli,Private,13,OBC,Studying
9,120,0,11,12.6,Kolat,Private,13,OBC,Studying
9,150,0,11.66666667,12,Kolat,Government,13,SC,Studying
9,133.1,0,14.16666667,14.16666667,Ratanpura,Private,13,GEN,Studying
9,128,0,12.8,11.85714286,Ratanpura,Government,13,GEN,Studying
9,170,0,12,11.5,Dadhana,Government,13,GEN,Studying
9,117,0,10.83333333,11.5,Dadhana,Government,13,OBC,Studying
9,126,0,12.66666667,11.66666667,Abasna,Government,13,ST,Studying
9,120,0,12.83333333,12.85714286,Solgam,Private,13,GEN,Studying
9,160,0,13.54545455,13.57142857,Solgam,Government,13,ST,Studying
9,160,0,14.66666667,14.16666667,Bamroli,Government,13,GEN,Studying
9,120,0,11.83333333,12.8,Bamroli,Private,13,OBC,Studying
9,130,0,11.16666667,11,Bamroli,Government,13,ST,Studying
9,130,1,12.16666667,12,Solgam,Government,13,OBC,Studying
9,120,0,12.5,12.33333333,Dadhana,Government,13,GEN,Studying
9,150,0,13,14.16666667,Abasna,Government,13,GEN,Studying
9,130,0,10.88888889,11.33333333,Solgam,Government,13,OBC,Studying
9,121,0,10.92307692,11.45454545,Solgam,Private,13,GEN,Studying
9,165,1,13.66666667,13.66666667,Bamroli,Private,13,GEN,Studying
9,133.1,1,12.5,12.14285714,Ratanpura,Government,13,SC,Studying
9,161,1,11.84615385,12,Solgam,Private,13,SC,Studying
9,100,1,12,12,Bamroli,Private,13,SC,Studying
9,150,1,14.125,13,Solgam,Government,13,ST,Studying
9,133.1,1,14.33333333,13.85714286,Solgam,Government,13,GEN,Studying
9,123,0,12.83333333,12.83333333,Solgam,Government,13,GEN,Studying
9,130,0,11.2,12,Kolat,Government,13,GEN,Studying
9,133.1,0,12.83333333,12.33333333,Kolat,Private,13,ST,Studying
9,140,0,11.75,10.4,Solgam,Government,13,OBC,Studying
9,133.1,0,10.83333333,11.5,Bamroli,Private,13,OBC,Studying
9,130,0,14.16666667,14.33333333,Kolat,Private,13,OBC,Studying
9,130,0,11,11.16666667,Kolat,Government,13,SC,Studying
9,107,0,13.4,12.2,Ratanpura,Private,13,GEN,Studying
9,160,0,11.33333333,11.33333333,Ratanpura,Government,13,GEN,Studying
9,140,0,13.72727273,14.75,Solgam,Private,13,ST,Studying
9,133.1,0,13.8,12.16666667,Dadhana,Government,13,GEN,Studying
9,120,0,12.5,13.28571429,Dadhana,Government,13,OBC,Studying
9,100,0,13.83333333,12.5,Abasna,Government,13,ST,Studying
9,133.1,1,12,14,Solgam,Private,13,GEN,Studying
9,140,0,12.5,12.16666667,Solgam,Government,13,ST,Studying
9,116,1,12.45454545,12.75,Bamroli,Government,13,GEN,Studying
9,133.1,0,12.6875,12,Bamroli,Private,13,OBC,Studying
9,133.1,0,14.66666667,14.33333333,Bamroli,Government,14,OBC,Studying
9,134,1,12.66666667,12.16666667,Karsanpura,Government,14,OBC,Studying
9,120,0,11.83333333,11.5,Melaj,Private,14,GEN,Studying
9,122,0,12,11,Jetapur,Private,14,OBC,Studying
9,136,0,12.75,13,Ratanpura,Private,14,SC,Studying
9,130,1,12.33333333,13.28571429,Jetapur,Private,14,GEN,Studying
9,110,0,12.33333333,12.14285714,Karsanpura,Government,14,GEN,Studying
9,132,0,12.2,12.8,Bamroli,Private,14,GEN,Studying
9,146,0,14.83333333,14.16666667,Jetapur,Government,14,GEN,Studying
9,137,0,10.8,12,Jetapur,Government,14,SC,Studying
9,110,0,11.66666667,13.66666667,Bamroli,Government,14,GEN,Studying
9,133.1,1,12.85714286,13.16666667,Melaj,Private,14,OBC,Studying
9,133.1,1,12.16666667,14.42857143,Solgam,Government,14,GEN,Studying
9,150,1,14,14.16666667,Dadhana,Government,14,OBC,Studying
9,100,0,11.8,10.66666667,Sadra,Government,14,GEN,Studying
9,110,0,13,12.5,Melaj,Private,14,OBC,Studying
9,133.1,0,12.33333333,13.33333333,Melaj,Private,14,GEN,Studying
9,120,1,11.85714286,12,Karsanpura,Government,14,GEN,Studying
9,145.7,0,13.33333333,12.27272727,Bamroli,Private,14,GEN,Studying
9,126,0,12.5,11.5,Sadra,Government,14,ST,Studying
9,150,0,15.88888889,14.14285714,Dadhana,Government,14,OBC,Studying
9,120,0,12.2,12,Solgam,Government,14,SC,Studying
9,140,0,12.72727273,12.6,Melaj,Government,14,OBC,Studying
9,141,0,12.83333333,12,Sadra,Government,14,GEN,Studying
9,133.1,0,11.8,13.28571429,Bamroli,Private,14,GEN,Studying
9,125,0,12.75,13.42857143,Ratanpura,Government,14,GEN,Studying
9,133.1,1,12,11.57142857,Melaj,Private,14,GEN,Studying
9,124.4,0,12.66666667,12.42857143,Solgam,Government,14,SC,Studying
9,140,0,12.66666667,11.83333333,Sadra,Government,14,OBC,Studying
9,133.1,0,12.2,11.25,Bamroli,Government,14,SC,Studying
9,140,0,12.33333333,11.5,Solgam,Government,14,ST,Studying
9,130,0,14.45454545,13.5,Dadhana,Private,14,SC,Studying
9,110,0,13.75,12.5,Melaj,Government,14,ST,Studying
9,151,0,11.33333333,10.5,Jetapur,Government,14,SC,Studying
9,160,0,11.33333333,11.33333333,Kolat,Government,14,GEN,Studying
9,110,0,13.41666667,14.5,Melaj,Government,14,GEN,Studying
9,140,0,13.83333333,14.57142857,Jetapur,Private,14,ST,Studying
9,100,0,12.2,12.33333333,Bamroli,Government,14,ST,Studying
9,110,0,12.63636364,11,Solgam,Government,14,GEN,Studying
9,100,0,13.5,11.16666667,Jetapur,Private,14,OBC,Studying
9,100,0,13.33333333,11.83333333,Ratanpura,Private,14,SC,Studying
9,140,0,12.4,12.66666667,Sadra,Private,14,GEN,Studying
9,130,0,13.625,14,Jetapur,Private,14,GEN,Studying
9,100,0,14.16666667,12.5,Karsanpura,Government,14,GEN,Studying
9,120,0,14,12.33333333,Bamroli,Government,14,GEN,Studying
9,145,1,11.6875,11.14285714,Bamroli,Private,14,GEN,Studying
9,133.1,0,13.25,11.71428571,Bamroli,Government,14,GEN,Studying
9,133.1,0,10.33333333,11.5,Melaj,Private,14,OBC,Studying
9,120,0,10.5,11.25,Solgam,Government,14,GEN,Studying
9,150,0,14.66666667,13.83333333,Dadhana,Government,14,OBC,Studying
9,120,0,13.45454545,12.42857143,Sadra,Government,14,GEN,Studying
9,140,0,11.33333333,13,Melaj,Private,14,OBC,Studying
9,100,0,13.33333333,13.5,Melaj,Private,14,GEN,Studying
9,133.1,1,13.22222222,13.14285714,Karsanpura,Government,14,GEN,Studying
9,133.1,0,11.66666667,14,Melaj,Government,14,OBC,Studying
9,133.1,0,11.83333333,13.75,Bamroli,Government,14,ST,Studying
9,110,1,14.45454545,14.2,Bamroli,Private,14,GEN,Studying
9,130,0,12.4,11.6,Sadra,Government,14,ST,Studying
9,140,0,13.11111111,11.71428571,Solgam,Private,14,GEN,Studying
9,100,0,12.66666667,12.14285714,Solgam,Government,14,SC,Studying
9,149,0,13.83333333,12.83333333,Sadra,Government,14,GEN,Studying
9,180,0,16.5,16.90909091,Bamroli,Private,14,GEN,Studying
9,160,0,15.71428571,15.5,Ratanpura,Private,14,OBC,Studying
9,120,0,12,13,Solgam,Government,14,SC,Studying
9,160,0,12.88888889,13,Sadra,Government,14,OBC,Studying
9,133.1,0,12.75,12.28571429,Bamroli,Government,14,SC,Studying
9,133.1,0,12.66666667,13.33333333,Solgam,Government,14,ST,Studying
9,150,0,11.4,11.16666667,Dadhana,Private,14,SC,Studying
9,133.1,0,13.83333333,15.5,Melaj,Government,14,ST,Studying
9,133,0,12.33333333,11.66666667,Jetapur,Government,14,SC,Studying
9,115,0,12.8,11,Kolat,Government,14,GEN,Studying
9,114,0,11.66666667,11,Melaj,Government,14,GEN,Studying
9,150,0,11.83333333,13,Jetapur,Private,14,ST,Studying
9,125,0,12.16666667,11.66666667,Bamroli,Private,14,SC,Studying
9,100,0,11.83333333,11,Bamroli,Government,14,ST,Studying
9,130,0,12.84615385,12.8,Solgam,Government,14,ST,Studying
9,141,0,13.16666667,15.625,Dadhana,Private,14,GEN,Studying
9,130,1,12.57142857,12.42857143,Bamroli,Government,14,OBC,Studying
9,133.1,0,14.63157895,14.23076923,Karsanpura,Government,14,OBC,Studying
9,150,0,12.66666667,12.8,Jetapur,Private,14,OBC,Studying
9,150,0,14.33333333,13.83333333,Ratanpura,Private,14,SC,Studying
9,130,0,14,13.1,Karsanpura,Government,14,GEN,Studying
9,130,0,13.84615385,14.09090909,Bamroli,Government,14,GEN,Studying
9,120,0,12.5,12.4,Bamroli,Private,14,GEN,Studying
9,140,1,12.85714286,13.16666667,Jetapur,Government,14,GEN,Studying
9,150,1,13,12.625,Jetapur,Government,14,SC,Studying
9,140,1,12.09090909,12,Bamroli,Government,14,GEN,Studying
9,120,1,13,11.5,Melaj,Private,14,OBC,Studying
9,133,0,11.88888889,11.46153846,Solgam,Government,14,GEN,Studying
9,180,0,15.83333333,15.5,Sadra,Government,14,GEN,Studying
9,133.1,1,12,11.22222222,Melaj,Private,14,OBC,Studying
9,133.1,1,12.68421053,12.38461538,Melaj,Private,14,GEN,Studying
9,140,1,12.6,11.71428571,Karsanpura,Government,14,GEN,Studying
9,150,1,14.11111111,14.23076923,Melaj,Government,14,OBC,Studying
9,140,1,12.14285714,11.66666667,Bamroli,Government,14,ST,Studying
9,125,1,12.22222222,12.38461538,Sadra,Government,14,ST,Studying
9,148,1,15,14.5,Solgam,Government,14,GEN,Studying
9,160,0,14.16666667,15,Solgam,Government,14,SC,Studying
9,140,1,13.57142857,12.66666667,Melaj,Government,14,OBC,Studying
9,120,1,13.4,12.4,Sadra,Government,14,GEN,Studying
9,133.1,1,11.9,12.25,Ratanpura,Private,14,OBC,Studying
9,150,1,14.875,15.8,Melaj,Private,14,GEN,Studying
9,140,0,12,12.66666667,Jetapur,Government,14,GEN,Studying
9,160,0,13,13,Ratanpura,Government,14,GEN,Studying
9,130,0,15.44444444,15.30769231,Sadra,Government,14,OBC,Studying
9,150,1,13.125,13.2,Bamroli,Government,14,SC,Studying
9,150,0,14.38461538,13.3,Solgam,Government,14,ST,Studying
9,120,1,11.42105263,11.07692308,Melaj,Government,14,ST,Studying
9,148,1,12,12.30769231,Jetapur,Government,14,SC,Studying
9,150,1,12.85714286,12.3,Solgam,Government,14,GEN,Studying
9,120,1,16.11111111,13.5,Kolat,Government,14,GEN,Studying
9,160,1,13.44444444,12.6,Melaj,Government,14,GEN,Studying
9,120,1,12.14285714,13.6,Bamroli,Private,14,SC,Studying
9,140,1,14.16666667,13.83333333,Bamroli,Government,14,ST,Studying
9,160,1,14,14.66666667,Dadhana,Private,14,GEN,Studying
9,120,0,13.81818182,13.46153846,Solgam,Government,14,GEN,Studying
9,130,0,12.84615385,12.63636364,Kolat,Private,14,SC,Studying
9,131,0,15,14.33333333,Ratanpura,Private,14,SC,Studying
9,170,1,15.28571429,15.16666667,Sadra,Private,14,GEN,Studying
9,130,1,13.05882353,12.30769231,Sadra,Government,15,OBC,Studying
9,133.1,1,13.33333333,12.4,Dadhana,Private,15,GEN,Studying
9,150,1,11.66666667,11.5,Dadhana,Government,15,GEN,Studying
9,140,1,15.125,14.6,Abasna,Government,15,GEN,Studying
9,120,1,14.77777778,12.2,Melaj,Government,15,GEN,Studying
9,130,1,13.71428571,12.08333333,Melaj,Private,15,SC,Studying
9,110,1,18.875,17.69230769,Kolat,Government,15,GEN,Studying
9,170,1,14.5,15.3,Kolat,Private,15,OBC,Studying
9,130,1,12.7,12.18181818,Kolat,Government,15,GEN,Studying
9,133.1,1,15,12.5,Kolat,Private,15,SC,Studying
9,160,0,12.625,13.2,Karsanpura,Private,15,GEN,Studying
9,150,1,12.8,13.83333333,Bamroli,Private,15,GEN,Studying
9,140,1,16,15.16666667,Ratanpura,Government,15,ST,Studying
9,130,0,13.15,13.21428571,Ratanpura,Private,15,GEN,Studying
9,140,0,12.21052632,11.38461538,Ratanpura,Private,15,GEN,Studying
9,160,0,13.57142857,12.71428571,Melaj,Private,15,GEN,Studying
9,130,0,11.90909091,10.72727273,Sadra,Private,15,SC,Studying
9,133.1,0,12.75,14.75,Jetapur,Private,15,GEN,Studying
9,120,0,14.30769231,15.23076923,Bamroli,Government,15,GEN,Studying
9,130,0,13,13.83333333,Bamroli,Government,15,ST,Studying
9,131,0,14.125,12.6,Ratanpura,Government,15,GEN,Studying
9,125,0,12,11.25,Solgam,Government,15,SC,Studying
9,130,1,17.11111111,15.57142857,Dadhana,Private,15,SC,Studying
9,133.1,0,12.6,12.66666667,Abasna,Private,15,GEN,Studying
9,133.1,1,11.55555556,11.61538462,Sadra,Government,15,SC,Studying
9,133.1,1,11.375,11.6,Kolat,Government,15,GEN,Studying
9,160,0,13.42857143,12.85714286,Abasna,Government,15,GEN,Studying
9,160,0,15.33333333,14,Abasna,Private,15,ST,Studying
9,147,0,15.05263158,14.53846154,Kolat,Government,15,SC,Studying
9,124,1,15.5,14.1,Abasna,Private,15,GEN,Studying
9,130,1,11.71428571,11.75,Kolat,Government,15,ST,Studying
9,140,1,12.71428571,13.5,Ratanpura,Government,15,GEN,Studying
9,150,1,13.625,12.6,Sadra,Government,15,SC,Studying
9,133.1,1,14.53846154,14.46153846,Sadra,Government,15,GEN,Studying
9,140,0,11.66666667,12.6,Karsanpura,Government,15,GEN,Studying
9,160,0,13.375,13,Ratanpura,Government,15,GEN,Studying
9,120,1,11.89473684,12.92307692,Ratanpura,Government,15,ST,Studying
9,140,1,12.6,13.2,Solgam,Government,15,GEN,Studying
9,130,1,12.16666667,13,Melaj,Government,15,GEN,Studying
9,160,1,13.125,13,Abasna,Government,15,ST,Studying
9,100,0,11.83333333,12.7,Kolat,Private,15,GEN,Studying
9,140,0,13.83333333,12.5,Melaj,Government,15,GEN,Studying
9,150,1,13.55555556,12.66666667,Sadra,Private,15,OBC,Studying
9,130,1,13.73684211,13.75,Ratanpura,Government,15,SC,Studying
9,130,1,11.71428571,12,Solgam,Private,15,OBC,Studying
9,125,1,12.83333333,13.4,Dadhana,Government,15,GEN,Studying
9,124,1,10.66666667,11.2,Melaj,Government,15,GEN,Studying
9,130,0,13,12.27272727,Bamroli,Government,15,GEN,Studying
9,130,0,12.33333333,13,Dadhana,Private,15,GEN,Studying
9,148,0,11.5,12,Sadra,Private,15,ST,Studying
9,137,0,13,12.5,Abasna,Government,15,OBC,Studying
9,126,0,13.8,12.83333333,Melaj,Government,15,GEN,Studying
9,120,0,13.61538462,14.25,Dadhana,Government,15,GEN,Studying
9,130,0,13.81818182,13.45454545,Sadra,Government,15,GEN,Studying
9,115,0,13,11.875,Jetapur,Government,15,GEN,Studying
9,126,0,11.8,12.66666667,Ratanpura,Private,15,OBC,Studying
9,119,1,14.16666667,13.625,Sadra,Government,15,GEN,Studying
9,136,0,13.5,13.625,Jetapur,Government,15,GEN,Studying
9,116,0,12.83333333,11.16666667,Solgam,Private,15,GEN,Studying
9,141,0,12.4,12.4,Melaj,Government,15,SC,Studying
9,121,0,11.66666667,13.2,Kolat,Private,15,ST,Studying
9,160,0,14,15,Kolat,Private,15,GEN,Studying
9,141,0,13.33333333,14.66666667,Bamroli,Government,15,GEN,Studying
9,122,1,15.5,12.16666667,Abasna,Government,15,GEN,Studying
9,153,0,13.66666667,14,Abasna,Government,15,SC,Studying
9,140,0,13,13.22222222,Sadra,Private,15,OBC,Studying
9,142,0,13,12.16666667,Sadra,Government,15,GEN,Studying
9,125,0,14.5,12.83333333,Jetapur,Government,15,GEN,Studying
9,132,0,15.83333333,15.33333333,Jetapur,Government,15,SC,Studying
9,126,1,13.66666667,13.2,Solgam,Government,15,OBC,Studying
9,130,0,13.33333333,12.54545455,Dadhana,Private,15,OBC,Studying
9,135,0,13.18181818,12.90909091,Abasna,Government,15,ST,Studying
9,116,0,14.5,13.5,Abasna,Private,15,SC,Studying
9,126,0,11.8,10.4,Melaj,Private,15,SC,Studying
9,126,0,13.16666667,12.66666667,Jetapur,Government,15,GEN,Studying
9,124,0,12.71428571,12.625,Bamroli,Government,15,GEN,Studying
9,136,0,14,13.625,Solgam,Government,15,ST,Studying
9,130,0,12,11.28571429,Dadhana,Government,15,ST,Studying
9,152,1,14.6,14.2,Jetapur,Private,15,GEN,Studying
9,145,0,12.16666667,11.33333333,Jetapur,Private,15,OBC,Studying
9,130,1,15,16,Karsanpura,Private,15,SC,Studying
9,150,0,13.57142857,13.77777778,Solgam,Private,15,ST,Studying
9,152,0,15.33333333,15.83333333,Abasna,Private,15,ST,Studying
9,140,1,12.57142857,12.55555556,Abasna,Private,15,SC,Studying
9,138,1,14,13.85714286,Jetapur,Government,15,OBC,Studying
9,134,1,14,13,Dadhana,Government,15,SC,Studying
9,139,0,12,12.5,Abasna,Government,15,OBC,Studying
9,145,1,12.83333333,12.57142857,Abasna,Government,15,GEN,Studying
9,147,1,14.27272727,14.81818182,Melaj,Private,15,GEN,Studying
9,164,0,14.16666667,14.85714286,Jetapur,Government,15,GEN,Studying
9,128,1,14.16666667,13,Jetapur,Government,15,SC,Studying
9,125,1,14.66666667,15,Karsanpura,Private,15,ST,Studying
9,141,1,11.4,12.16666667,Ratanpura,Private,15,GEN,Studying
9,120,1,13.42857143,13.125,Solgam,Private,15,GEN,Studying
9,133.1,1,13.5,11.16666667,Abasna,Government,15,GEN,Studying
9,130,0,13.5,12.5,Melaj,Government,15,GEN,Studying
9,130,0,15.16666667,15.5,Bamroli,Private,15,GEN,Studying
9,136,0,11.83333333,12.875,Bamroli,Private,15,SC,Studying
9,130,1,14.16666667,12.33333333,Bamroli,Government,15,SC,Studying
9,127,1,11.83333333,13.16666667,Dadhana,Government,15,GEN,Studying
9,135,0,10.8,12.8,Abasna,Government,15,OBC,Studying
9,127,0,15,14.5,Sadra,Government,15,GEN,Studying
9,117,0,12.66666667,11.4,Jetapur,Government,15,GEN,Studying
9,116,1,11.5,12.28571429,Solgam,Private,15,GEN,Studying
9,130,0,14.16666667,13.5,Bamroli,Government,15,GEN,Studying
9,133,0,13,12.5,Bamroli,Private,15,OBC,Studying
9,182,0,12.66666667,13.25,Ratanpura,Government,15,GEN,Studying
9,131,0,11.5,12.16666667,Solgam,Government,15,ST,Studying
9,150,0,13.4,12.83333333,Solgam,Government,15,GEN,Studying
9,143,0,14.66666667,15.14285714,Abasna,Government,15,GEN,Studying
9,140,0,15,11,Ratanpura,Private,15,GEN,Studying
9,167,0,15.16666667,14.16666667,Dadhana,Private,15,SC,Studying
9,143,1,13.2,11.8,Jetapur,Government,15,ST,Studying
9,124,1,13.5,13.16666667,Sadra,Government,15,OBC,Studying
9,130,1,14.66666667,14.66666667,Karsanpura,Government,15,OBC,Studying
9,117,1,11.83333333,10.75,Karsanpura,Government,15,OBC,Studying
9,133.1,1,13.33333333,12.8,Bamroli,Government,15,GEN,Studying
9,117,1,12.83333333,11.16666667,Ratanpura,Government,15,OBC,Studying
9,127,1,15.16666667,12.33333333,Solgam,Government,15,GEN,Studying
9,140,1,14.5,11.33333333,Melaj,Government,15,OBC,Studying
9,110,1,14.5,13.5,Sadra,Government,15,ST,Studying
9,140,1,12.66666667,12.4,Kolat,Government,15,GEN,Studying
9,114,1,14,13.61538462,Karsanpura,Private,15,OBC,Studying
9,137,0,12.16666667,12,Karsanpura,Private,15,GEN,Studying
9,135,0,12.66666667,12.16666667,Karsanpura,Government,15,ST,Studying
9,110,0,12,11.83333333,Ratanpura,Private,15,SC,Studying
9,144,1,13.83333333,13.125,Ratanpura,Government,15,OBC,Studying
9,157,0,12.66666667,14.125,Dadhana,Government,15,OBC,Studying
9,126,0,14.16666667,12.375,Melaj,Government,15,SC,Studying
9,152,0,13.57142857,12.375,Melaj,Government,15,GEN,Studying
9,160,0,13,12.85714286,Sadra,Government,15,OBC,Studying
9,164,0,13.71428571,14.375,Jetapur,Government,15,ST,Studying
9,129,0,14.5,12,Kolat,Government,15,OBC,Studying
9,135,0,14,13.125,Bamroli,Government,15,GEN,Studying
9,135,0,14.33333333,13.5,Ratanpura,Government,15,OBC,Studying
9,131,0,12.57142857,11.625,Ratanpura,Government,15,GEN,Studying
9,130,0,12,12.75,Solgam,Government,15,ST,Studying
9,143,0,13.09090909,12.08333333,Melaj,Government,15,OBC,Studying
9,124,0,12.2,11.5,Melaj,Government,15,OBC,Studying
9,157,1,16,13.66666667,Sadra,Private,15,SC,Studying
9,122,1,11,10.75,Karsanpura,Government,15,SC,Studying
9,170,1,14.5,15.16666667,Karsanpura,Government,15,ST,Studying
9,161,0,14.16666667,14,Dadhana,Government,15,SC,Studying
9,137,1,11.2,12,Dadhana,Government,15,GEN,Studying
9,131,1,12.83333333,12.66666667,Kolat,Private,15,GEN,Studying
9,133.1,0,13,12.66666667,Karsanpura,Private,15,SC,Studying
9,133.1,0,11.5,12.33333333,Sadra,Government,15,GEN,Studying
9,132,0,15.33333333,14.16666667,Karsanpura,Government,15,SC,Studying
9,135,0,11.83333333,13,Solgam,Government,15,GEN,Studying
9,120,0,13.5,13.42857143,Jetapur,Government,15,GEN,Studying
9,130,1,12.28571429,12.375,Dadhana,Private,15,GEN,Studying
9,139,1,13.66666667,12.16666667,Jetapur,Government,15,SC,Studying
9,140,1,14.5,14.5,Sadra,Private,15,GEN,Studying
9,121,1,12,11.2,Kolat,Private,15,SC,Studying
9,133,1,13.16666667,13,Kolat,Government,15,GEN,Studying
9,135,0,13.25,12.72727273,Karsanpura,Government,15,GEN,Studying
9,144,0,12.66666667,13,Bamroli,Government,15,GEN,Studying
9,118,0,12.5,12.66666667,Abasna,Government,15,GEN,Studying
9,139,0,14.66666667,13.16666667,Melaj,Private,15,GEN,Studying
9,148,0,14.7,14.58333333,Abasna,Government,15,GEN,Studying
9,138,0,12.66666667,13,Abasna,Government,15,OBC,Studying
9,128,0,13.16666667,12.66666667,Abasna,Government,15,ST,Studying
9,139,0,12.83333333,12.83333333,Sadra,Government,15,SC,Studying
9,147,0,13.66666667,13.33333333,Jetapur,Government,15,OBC,Studying
9,131,0,12.16666667,13.8,Jetapur,Private,15,SC,Studying
9,119,0,12.5,12.66666667,Kolat,Private,15,ST,Studying
9,128,1,13.16666667,13.28571429,Ratanpura,Government,15,OBC,Studying
9,136,0,13.83333333,13.875,Solgam,Government,15,ST,Studying
9,124,0,11.16666667,12.16666667,Dadhana,Government,15,SC,Studying
9,136,0,14.33333333,13.5,Abasna,Private,15,GEN,Studying
9,137,0,13.4,12.375,Sadra,Private,15,GEN,Studying
9,132,1,13.66666667,12,Ratanpura,Private,15,SC,Studying
9,120,1,11.5,12.14285714,Sadra,Private,15,OBC,Studying
9,118,1,12,13.57142857,Kolat,Government,15,OBC,Studying
9,150,0,12.5,12.83333333,Kolat,Private,15,GEN,Studying
9,124,1,13.5,12.5,Jetapur,Private,15,GEN,Studying
9,132,0,13.83333333,13.5,Bamroli,Government,15,GEN,Studying
9,120,1,12.5,13.14285714,Ratanpura,Private,15,GEN,Studying
9,149,0,13.25,12,Dadhana,Government,15,GEN,Studying
9,131,0,13.4,12.8,Solgam,Government,15,OBC,Studying
9,140,0,13.14285714,11.4,Solgam,Government,15,GEN,Studying
9,130,0,14.16666667,12.2,Solgam,Government,15,ST,Studying
9,160,0,14.16666667,13.77777778,Sadra,Government,15,SC,Studying
